age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret
18,178.0,59.5,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,non,3,328.7,3954,veuf,2.5068201193520885,0.36,468.0,5306.473283539622,3720.296043174988
49,159.3,64.4,H,non,master,Occitanie,non,oui,1,306.6,1663,célibataire,0.0,0.46,435.0,5306.473283539622,15182.68376717428
52,185.0,53.4,H,oui,master,Hauts-de-France,non,oui,1,223.3,2693,marié,2.5068201193520885,0.18,574.7797217537943,5306.473283539622,24908.828639462277
61,169.3,59.3,F,non,bac+2,Corse,oui,oui,0,288.8,2857,veuf,2.5068201193520885,0.78,639.0,5306.473283539622,500.0
32,167.8,45.0,H,oui,doctorat,Bretagne,non,oui,1,151.3,2755,veuf,2.5068201193520885,0.61,352.0,5306.473283539622,18533.29569814834
51,167.9,72.4,F,oui,bac,Corse,oui,non,-1,346.6,1377,marié,2.0,0.09,574.7797217537943,5306.473283539622,500.0
72,165.3,43.2,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,0,164.0,1227,célibataire,2.5068201193520885,0.3,790.0,5000.0,10854.303094100836
62,172.0,85.3,F,oui,aucun,Bretagne,oui,oui,4,184.6,1441,veuf,1.0,0.57,574.7797217537943,469.54,4004.655230721941
27,184.5,46.7,F,oui,master,Provence-Alpes-Côte d’Azur,oui,non,3,203.8,4806,veuf,0.0,0.33,771.0,10000.0,11952.530924422606
51,163.1,61.0,H,non,master,Corse,non,oui,5,47.2,500,veuf,2.5068201193520885,0.67,574.7797217537943,1458.23,5873.899976269297
44,166.8,86.0,F,oui,aucun,Hauts-de-France,oui,non,1,262.1,1891,célibataire,1.0,0.25,574.7797217537943,10000.0,500.0
63,170.6,73.4,H,oui,bac+2,Bretagne,oui,non,3,98.5,500,veuf,2.0,0.69,574.7797217537943,5306.473283539622,500.0
40,166.6,93.8,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,4,385.4,3554,célibataire,3.0,0.42,793.0,10000.0,9737.490776631392
40,170.1,52.4,F,non,bac,Occitanie,non,oui,0,86.0,3033,veuf,2.5068201193520885,0.32,574.7797217537943,5306.473283539622,500.0
28,168.2,58.2,F,non,doctorat,Île-de-France,oui,non,3,197.1,3382,veuf,2.5068201193520885,0.57,359.0,1416.6,500.0
24,175.1,65.3,H,non,bac,Occitanie,oui,oui,1,256.4,3052,veuf,2.0,0.52,689.0,5306.473283539622,500.0
30,168.6,66.4,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,0,164.8,3250,veuf,0.0,0.45,574.7797217537943,690.08,500.0
52,164.9,88.7,H,oui,doctorat,Bretagne,oui,non,1,235.4,3299,veuf,5.0,0.81,487.0,5306.473283539622,500.0
53,166.3,69.3,F,non,bac+2,Hauts-de-France,oui,oui,1,205.1,1732,veuf,2.5068201193520885,0.55,596.0,612.86,500.0
20,183.2,71.9,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,2,204.9,3668,marié,2.5068201193520885,0.11,574.7797217537943,5000.0,500.0
39,177.9,63.8,H,non,aucun,Corse,oui,oui,1,301.9,2428,veuf,1.0,0.85,729.0,10000.0,500.0
57,157.3,29.3,H,oui,bac+2,Île-de-France,non,non,-1,289.5,3438,divorcé,3.0,0.39,495.0,465.68,500.0
28,149.3,51.4,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,0,404.6,2169,divorcé,2.5068201193520885,0.75,574.7797217537943,10000.0,2558.9849463224828
38,167.0,56.7,F,non,master,Normandie,oui,non,1,209.7,822,célibataire,2.5068201193520885,0.13,574.7797217537943,1119.91,500.0
54,162.7,63.3,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,3,281.6,2153,veuf,3.0,0.65,574.7797217537943,10000.0,17194.207059045802
19,175.9,70.0,H,oui,master,Occitanie,non,oui,0,266.0,2312,marié,2.5068201193520885,0.87,574.7797217537943,710.72,22517.024719371875
27,163.3,86.5,H,non,bac+2,Île-de-France,oui,oui,0,259.5,3022,veuf,2.0,0.38,574.7797217537943,5000.0,500.0
62,172.0,67.7,F,oui,aucun,Auvergne-Rhône-Alpes,oui,oui,0,242.6,3773,veuf,4.0,0.82,574.7797217537943,502.09,500.0
48,156.1,60.5,F,non,bac,Auvergne-Rhône-Alpes,oui,oui,1,150.2,3433,veuf,2.5068201193520885,0.59,375.0,5000.0,500.0
61,162.9,54.9,F,non,bac+2,Corse,oui,non,3,323.8,2508,veuf,4.0,0.28,837.0,5306.473283539622,500.0
22,176.4,48.0,F,oui,bac+2,Bretagne,non,non,1,5.9,3237,divorcé,2.0,0.15,435.0,5306.473283539622,500.0
24,182.6,64.2,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,0,271.2,500,veuf,2.5068201193520885,0.24,574.7797217537943,5306.473283539622,500.0
37,183.3,99.8,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2,428.1,500,divorcé,2.5068201193520885,0.06,769.0,10000.0,23382.33116110938
21,185.9,67.4,H,non,aucun,Auvergne-Rhône-Alpes,non,non,0,343.2,3758,veuf,2.0,0.69,747.0,429.85,500.0
20,168.4,61.3,H,non,aucun,Occitanie,oui,oui,0,352.3,3781,veuf,1.0,0.18,574.7797217537943,5000.0,500.0
41,176.1,78.3,F,non,aucun,Bretagne,non,oui,-1,151.0,3216,veuf,2.5068201193520885,0.14,682.0,5306.473283539622,7615.14958014855
43,156.7,43.5,F,non,master,Occitanie,oui,oui,3,246.5,2607,divorcé,2.0,0.08,574.7797217537943,1006.6,14384.134432475044
59,165.9,48.2,H,non,master,Corse,oui,oui,0,247.3,2086,veuf,0.0,0.13,571.0,5000.0,500.0
39,193.4,71.1,F,non,bac,Bretagne,non,oui,2,217.1,877,marié,2.0,0.54,430.0,5306.473283539622,5104.669103968065
59,167.3,64.0,H,non,bac+2,Hauts-de-France,non,oui,1,250.1,3709,veuf,2.5068201193520885,0.43,574.7797217537943,10000.0,9687.395263554328
24,159.3,68.0,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,0,173.0,2188,veuf,4.0,0.31,517.0,5306.473283539622,500.0
56,177.2,79.8,F,non,doctorat,Île-de-France,non,oui,3,318.1,1671,marié,2.5068201193520885,0.8,672.0,5000.0,30871.51770754103
39,167.6,83.5,H,non,master,Provence-Alpes-Côte d’Azur,non,oui,1,355.5,1232,veuf,2.5068201193520885,0.58,711.0,5000.0,28360.469866589272
26,176.8,80.8,H,non,bac+2,Auvergne-Rhône-Alpes,non,non,1,198.8,2608,veuf,2.5068201193520885,0.21,511.0,5000.0,500.0
27,156.4,56.3,F,oui,bac,Corse,oui,oui,4,117.5,1452,marié,0.0,0.84,574.7797217537943,10000.0,500.0
36,176.8,84.8,F,non,aucun,Occitanie,non,oui,1,248.8,3121,divorcé,2.5068201193520885,0.47,574.7797217537943,10000.0,500.0
39,157.6,73.8,F,non,bac+2,Hauts-de-France,oui,oui,2,379.8,2982,célibataire,2.5068201193520885,0.16,437.0,5306.473283539622,500.0
64,172.6,76.4,H,oui,doctorat,Normandie,oui,oui,0,452.5,4240,veuf,3.0,0.1,408.0,10000.0,20076.710615152388
27,174.8,59.6,H,oui,master,Île-de-France,non,oui,0,178.9,4012,veuf,2.5068201193520885,0.09,441.0,650.12,22056.059686216657
69,175.6,61.7,F,non,aucun,Auvergne-Rhône-Alpes,non,oui,0,133.9,3444,divorcé,2.5068201193520885,0.1,574.7797217537943,1021.29,500.0
71,167.7,72.0,H,oui,doctorat,Occitanie,non,non,0,332.7,4018,marié,0.0,0.61,436.0,10000.0,9787.450681057464
41,151.5,58.3,F,non,bac,Bretagne,non,oui,1,288.5,3200,veuf,5.0,0.48,574.7797217537943,5306.473283539622,13451.949076437062
65,168.2,52.7,H,oui,bac+2,Hauts-de-France,non,oui,5,283.7,2311,célibataire,2.5068201193520885,0.97,829.0,10000.0,44650.7031320102
51,166.0,91.6,F,non,master,Auvergne-Rhône-Alpes,oui,oui,2,203.8,2694,célibataire,2.5068201193520885,0.37,574.7797217537943,5000.0,20468.52122428576
58,159.2,51.4,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,non,4,554.8,3510,veuf,3.0,0.89,574.7797217537943,5000.0,3781.4490294781554
71,160.9,59.3,H,oui,doctorat,Occitanie,non,non,3,252.3,2273,marié,2.5068201193520885,0.32,574.7797217537943,5000.0,6691.407365161992
26,165.3,71.3,F,non,bac,Hauts-de-France,oui,non,4,304.0,2847,veuf,2.5068201193520885,0.51,574.7797217537943,583.92,500.0
66,174.4,67.2,F,oui,aucun,Occitanie,non,oui,2,383.8,2302,divorcé,0.0,0.77,574.7797217537943,10000.0,3693.546074949823
48,177.0,64.5,F,non,bac+2,Normandie,oui,oui,1,111.6,2651,divorcé,2.5068201193520885,0.62,632.0,5306.473283539622,500.0
26,162.3,72.8,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,2,576.6,3764,veuf,2.5068201193520885,0.02,574.7797217537943,5306.473283539622,8307.81968180925
58,161.4,95.5,F,non,bac+2,Hauts-de-France,non,non,3,171.7,2778,veuf,1.0,0.22,574.7797217537943,5306.473283539622,500.0
66,189.2,88.6,F,oui,bac+2,Corse,non,oui,2,256.2,4796,marié,5.0,0.51,574.7797217537943,10000.0,13019.752251067695
63,161.1,97.8,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,2,105.2,1886,célibataire,2.5068201193520885,0.88,574.7797217537943,5000.0,5469.826111630515
50,168.7,84.8,F,non,doctorat,Hauts-de-France,oui,non,1,255.1,2532,marié,2.5068201193520885,0.18,574.7797217537943,5306.473283539622,500.0
58,188.3,76.8,F,oui,bac+2,Auvergne-Rhône-Alpes,non,non,2,285.5,1434,marié,2.5068201193520885,0.61,505.0,1185.44,5048.039098782987
41,168.6,69.1,H,non,master,Auvergne-Rhône-Alpes,oui,non,0,360.7,4020,marié,0.0,0.74,574.7797217537943,5306.473283539622,500.0
42,155.5,86.9,F,non,master,Provence-Alpes-Côte d’Azur,non,oui,2,403.9,2867,veuf,2.5068201193520885,0.66,574.7797217537943,10000.0,6031.912664061217
54,181.8,65.1,H,non,aucun,Auvergne-Rhône-Alpes,non,oui,3,74.2,2009,célibataire,2.5068201193520885,0.24,676.0,5000.0,9266.683867550915
35,176.6,88.2,F,non,bac+2,Hauts-de-France,non,oui,0,309.0,1947,veuf,2.5068201193520885,0.25,453.0,764.96,500.0
47,166.5,73.2,F,non,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,1,294.2,500,divorcé,1.0,0.8,480.0,10000.0,500.0
66,161.5,76.0,H,oui,bac+2,Auvergne-Rhône-Alpes,non,non,0,309.6,789,veuf,3.0,0.88,756.0,10000.0,500.0
61,180.7,75.4,H,oui,doctorat,Corse,non,non,1,377.0,2747,divorcé,2.0,0.2,839.0,1111.12,899.2670081650382
42,179.7,57.5,H,oui,bac+2,Auvergne-Rhône-Alpes,oui,non,2,87.1,3382,veuf,2.5068201193520885,0.75,329.0,5000.0,500.0
24,129.8,80.6,H,oui,bac,Île-de-France,oui,oui,1,182.5,2470,veuf,2.5068201193520885,0.84,574.7797217537943,792.77,12979.244904099192
63,168.1,73.6,F,non,bac,Occitanie,non,oui,2,299.3,2910,veuf,1.0,0.96,687.0,731.55,14812.435436480271
71,159.6,86.3,F,non,aucun,Corse,non,oui,2,442.3,2377,veuf,4.0,0.58,574.7797217537943,535.66,500.0
63,169.0,61.7,H,non,bac+2,Occitanie,non,oui,1,264.6,653,veuf,1.0,0.05,574.7797217537943,5000.0,4245.059588698138
38,152.4,59.0,H,oui,aucun,Corse,non,oui,3,255.6,1929,divorcé,2.5068201193520885,0.46,802.0,601.59,9635.422441407767
74,181.8,69.8,F,non,master,Normandie,non,oui,2,368.9,2620,célibataire,1.0,0.13,574.7797217537943,5306.473283539622,16850.61187309268
71,199.9,67.3,H,oui,master,Corse,non,non,0,-10.0,2377,veuf,5.0,0.83,434.0,718.9,500.0
19,160.2,84.6,F,oui,aucun,Île-de-France,non,oui,0,278.8,2966,célibataire,2.5068201193520885,0.83,574.7797217537943,292.64,850.6211950400723
71,168.1,60.3,H,non,aucun,Normandie,oui,non,0,211.9,3732,divorcé,2.5068201193520885,0.39,750.0,5306.473283539622,500.0
49,178.3,61.8,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,0,203.6,2401,veuf,2.5068201193520885,0.76,815.0,5306.473283539622,24229.333710598563
50,174.8,58.5,H,non,bac,Normandie,non,non,2,185.7,1539,célibataire,4.0,0.16,574.7797217537943,5306.473283539622,500.0
37,164.2,76.8,F,non,bac,Île-de-France,non,oui,2,338.7,3333,veuf,2.5068201193520885,0.19,574.7797217537943,5306.473283539622,26598.11360987438
31,174.4,47.1,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,oui,2,441.2,2589,veuf,2.0,0.42,359.0,1067.25,28361.216717560765
61,169.8,63.7,H,oui,bac,Corse,non,non,0,70.9,2968,célibataire,2.5068201193520885,0.45,574.7797217537943,5306.473283539622,500.0
41,158.7,78.9,H,non,aucun,Corse,non,non,0,174.4,3971,célibataire,2.5068201193520885,0.65,574.7797217537943,5306.473283539622,500.0
28,156.0,80.0,F,non,bac+2,Normandie,oui,oui,1,234.6,543,veuf,2.0,0.22,699.0,10000.0,500.0
37,184.0,68.0,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3,186.1,1645,célibataire,2.0,0.36,574.7797217537943,939.52,16779.477423165245
32,163.1,60.3,H,non,aucun,Occitanie,oui,non,0,190.4,3378,marié,1.0,0.36,352.0,790.78,500.0
71,178.8,72.4,H,non,bac,Île-de-France,non,oui,2,322.2,3935,divorcé,3.0,0.45,707.0,5000.0,30582.229512865797
73,154.6,73.7,F,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,1,206.2,3084,marié,1.0,0.56,574.7797217537943,1267.42,500.0
21,165.2,66.1,H,oui,master,Auvergne-Rhône-Alpes,oui,non,3,323.6,1953,marié,2.5068201193520885,0.06,586.0,5000.0,500.0
49,178.0,82.4,F,oui,doctorat,Bretagne,oui,oui,3,162.2,1898,veuf,0.0,0.88,574.7797217537943,5306.473283539622,27049.936870365764
29,180.5,57.7,H,non,aucun,Auvergne-Rhône-Alpes,non,non,4,109.6,2112,divorcé,0.0,0.75,574.7797217537943,5306.473283539622,500.0
40,171.8,68.9,F,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,0,324.8,2141,veuf,5.0,0.47,574.7797217537943,5000.0,500.0
62,176.4,48.3,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,0,324.8,2824,divorcé,2.5068201193520885,0.52,574.7797217537943,5000.0,5736.74882634086
73,171.5,72.1,H,oui,bac+2,Normandie,oui,oui,1,404.8,2728,veuf,2.5068201193520885,0.02,574.7797217537943,5306.473283539622,4899.640179693654
35,188.7,56.3,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2,187.4,1971,veuf,5.0,0.25,574.7797217537943,10000.0,19659.52989597216
19,161.6,56.8,H,non,bac,Île-de-France,non,oui,1,284.3,2831,divorcé,2.5068201193520885,0.67,586.0,5306.473283539622,16346.695616229796
40,165.7,70.6,H,non,bac,Auvergne-Rhône-Alpes,oui,oui,0,375.7,3418,divorcé,0.0,0.12,574.7797217537943,5000.0,500.0
52,172.1,60.1,F,oui,master,Auvergne-Rhône-Alpes,non,oui,4,345.7,2719,divorcé,1.0,0.88,618.0,10000.0,35037.39503704966
29,168.2,70.9,H,non,aucun,Bretagne,oui,non,0,301.6,2389,divorcé,2.5068201193520885,0.1,574.7797217537943,5306.473283539622,500.0
19,167.5,61.7,H,oui,doctorat,Provence-Alpes-Côte d’Azur,non,non,2,326.2,841,marié,2.5068201193520885,0.37,574.7797217537943,892.2,500.0
41,156.8,68.6,F,oui,aucun,Hauts-de-France,oui,oui,0,106.9,1249,marié,5.0,0.73,847.0,5306.473283539622,500.0
71,147.2,67.4,F,non,bac+2,Occitanie,non,non,0,330.2,4829,veuf,2.5068201193520885,0.51,435.0,10000.0,500.0
72,170.5,57.1,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,3,187.8,1748,veuf,2.5068201193520885,0.08,651.0,5000.0,500.0
20,170.4,43.3,H,oui,bac,Hauts-de-France,non,oui,1,144.7,2034,célibataire,2.5068201193520885,0.9,715.0,297.61,3270.4699795050205
25,167.2,81.9,F,oui,aucun,Auvergne-Rhône-Alpes,non,non,0,65.0,2988,veuf,3.0,0.33,574.7797217537943,479.63,500.0
68,167.3,75.4,H,non,aucun,Île-de-France,oui,non,1,73.2,3294,célibataire,2.5068201193520885,0.49,648.0,5306.473283539622,500.0
65,165.4,76.4,F,non,bac+2,Bretagne,oui,oui,2,304.8,1212,divorcé,2.5068201193520885,0.55,437.0,5306.473283539622,500.0
19,163.4,80.3,H,non,bac,Corse,non,oui,1,393.1,3507,marié,3.0,0.17,742.0,5306.473283539622,3339.4071421091703
34,179.9,74.5,H,non,bac+2,Hauts-de-France,non,oui,1,293.8,3333,marié,5.0,0.3,574.7797217537943,5000.0,11440.41558874762
75,182.7,43.3,F,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1,310.3,4597,célibataire,2.5068201193520885,0.41,574.7797217537943,5000.0,13715.3838415264
34,181.4,91.6,H,oui,master,Provence-Alpes-Côte d’Azur,non,oui,1,243.1,5053,divorcé,4.0,0.9,574.7797217537943,5000.0,28059.26791132646
44,167.0,41.2,F,non,bac+2,Île-de-France,non,oui,1,46.2,2582,divorcé,2.5068201193520885,0.7,574.7797217537943,5306.473283539622,10011.969200754056
64,160.5,63.4,H,oui,bac,Hauts-de-France,non,non,3,167.3,1629,célibataire,1.0,0.88,574.7797217537943,10000.0,500.0
20,166.6,74.9,H,non,doctorat,Auvergne-Rhône-Alpes,oui,non,1,200.7,3545,marié,5.0,0.43,432.0,5000.0,500.0
31,171.1,53.3,F,oui,master,Auvergne-Rhône-Alpes,non,non,4,172.0,1368,veuf,5.0,0.53,574.7797217537943,10000.0,500.0
70,173.8,62.3,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,-1,122.3,3803,divorcé,2.5068201193520885,0.48,631.0,5000.0,500.0
70,180.3,61.9,H,oui,bac,Île-de-France,non,oui,4,160.8,2358,veuf,2.5068201193520885,0.85,574.7797217537943,5000.0,28681.119322248596
57,153.9,65.3,F,non,aucun,Normandie,non,non,4,212.1,2968,veuf,0.0,0.5,574.7797217537943,5000.0,500.0
41,170.7,74.5,H,non,bac,Occitanie,oui,non,2,147.8,1062,célibataire,2.5068201193520885,0.17,574.7797217537943,5306.473283539622,500.0
26,163.6,58.4,F,non,master,Occitanie,non,oui,0,176.5,3387,veuf,2.5068201193520885,0.12,574.7797217537943,446.82,8591.117754055536
38,169.4,51.5,F,oui,master,Auvergne-Rhône-Alpes,oui,non,0,170.0,1510,divorcé,2.5068201193520885,0.28,574.7797217537943,787.95,500.0
67,176.2,62.3,F,oui,bac+2,Corse,oui,oui,4,160.8,1931,divorcé,2.5068201193520885,0.69,474.0,5306.473283539622,6394.756182854656
48,171.3,69.7,H,non,doctorat,Île-de-France,non,oui,2,168.1,1285,veuf,3.0,0.79,654.0,5306.473283539622,28660.654900555084
26,164.2,70.7,F,oui,master,Bretagne,non,oui,2,117.0,1061,marié,5.0,0.72,313.0,5000.0,21639.31929549234
56,180.9,92.4,H,non,aucun,Auvergne-Rhône-Alpes,non,non,2,179.9,2297,veuf,2.5068201193520885,0.84,593.0,5000.0,500.0
22,150.9,63.0,H,oui,aucun,Île-de-France,oui,oui,0,243.8,500,veuf,3.0,0.9,574.7797217537943,10000.0,500.0
46,165.3,75.3,H,non,bac+2,Occitanie,oui,non,2,430.8,4217,veuf,2.5068201193520885,0.72,613.0,5306.473283539622,500.0
26,172.8,72.1,F,oui,bac+2,Bretagne,oui,oui,1,198.8,1432,célibataire,2.5068201193520885,0.98,574.7797217537943,10000.0,500.0
73,169.3,46.4,H,non,aucun,Île-de-France,oui,oui,1,229.8,1705,célibataire,2.5068201193520885,0.98,446.0,5306.473283539622,500.0
45,174.3,75.3,F,non,bac,Normandie,oui,oui,0,210.0,3838,célibataire,2.0,0.75,706.0,5000.0,500.0
74,169.6,52.3,H,oui,bac+2,Occitanie,oui,oui,0,454.6,1749,marié,2.5068201193520885,0.12,564.0,1003.97,500.0
62,170.0,68.1,H,oui,bac+2,Bretagne,non,oui,3,496.5,2663,divorcé,4.0,0.03,574.7797217537943,10000.0,33214.03193970021
71,164.8,54.8,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,2,249.5,4546,marié,2.5068201193520885,0.02,567.0,5306.473283539622,23563.9251928688
30,187.1,81.3,H,non,aucun,Occitanie,oui,non,2,26.3,1491,célibataire,2.0,0.47,574.7797217537943,436.93,500.0
29,192.3,74.1,H,oui,bac,Auvergne-Rhône-Alpes,non,oui,0,263.5,2183,célibataire,1.0,0.1,846.0,10000.0,17288.094989211968
64,170.1,101.2,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,0,12.7,2485,célibataire,3.0,0.25,368.0,5306.473283539622,500.0
65,157.1,86.6,F,oui,doctorat,Auvergne-Rhône-Alpes,oui,oui,2,150.8,3059,marié,2.5068201193520885,0.88,574.7797217537943,10000.0,20859.392063791667
63,167.8,80.5,F,non,master,Hauts-de-France,non,oui,2,218.6,2745,veuf,1.0,0.24,651.0,10000.0,5384.587170852851
22,176.8,89.7,F,non,aucun,Île-de-France,oui,non,1,229.3,2291,veuf,2.5068201193520885,0.04,574.7797217537943,10000.0,500.0
56,160.8,67.8,F,non,bac+2,Occitanie,non,non,1,194.2,2685,marié,2.5068201193520885,0.44,574.7797217537943,5000.0,500.0
58,162.1,75.3,F,non,aucun,Occitanie,oui,non,0,278.6,500,veuf,2.5068201193520885,0.58,574.7797217537943,1259.93,500.0
49,169.6,66.5,F,non,bac,Île-de-France,non,non,3,387.6,3033,divorcé,2.5068201193520885,0.98,574.7797217537943,5000.0,500.0
29,170.1,52.8,H,non,master,Hauts-de-France,oui,oui,0,312.4,1319,marié,3.0,0.33,574.7797217537943,5306.473283539622,500.0
75,169.6,62.1,F,non,doctorat,Provence-Alpes-Côte d’Azur,non,non,2,255.1,4342,divorcé,0.0,0.13,574.7797217537943,5306.473283539622,645.9904107965895
71,159.8,79.6,H,non,bac+2,Hauts-de-France,oui,non,0,8.9,3620,veuf,2.5068201193520885,0.68,574.7797217537943,841.3,500.0
42,181.1,70.7,F,oui,master,Hauts-de-France,oui,oui,1,315.5,1868,divorcé,0.0,0.18,574.7797217537943,5000.0,500.0
58,166.4,75.2,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,oui,0,173.3,2179,célibataire,4.0,0.96,574.7797217537943,432.14,500.0
65,148.5,59.7,H,non,bac,Bretagne,non,oui,2,371.0,739,veuf,3.0,0.26,574.7797217537943,1109.18,16774.439422281055
33,179.4,93.6,F,oui,master,Normandie,non,oui,3,166.7,1698,marié,5.0,0.91,575.0,10000.0,23539.407542932902
23,157.4,76.6,F,oui,bac,Normandie,non,non,3,188.1,2556,célibataire,2.0,0.99,574.7797217537943,5306.473283539622,500.0
23,181.0,78.0,H,oui,bac+2,Normandie,non,oui,1,264.2,783,divorcé,2.5068201193520885,0.96,574.7797217537943,1089.8,12101.832509137765
44,181.9,62.0,F,non,master,Normandie,oui,non,0,209.4,3979,veuf,3.0,0.54,574.7797217537943,10000.0,500.0
42,165.4,81.4,F,non,aucun,Île-de-France,oui,non,1,335.2,2626,veuf,1.0,0.54,574.7797217537943,1065.47,500.0
52,177.3,51.5,H,oui,bac+2,Normandie,oui,oui,3,257.1,2240,veuf,4.0,0.57,590.0,5306.473283539622,14516.221113864312
53,156.9,70.5,H,oui,bac+2,Normandie,non,non,1,185.7,3004,veuf,2.5068201193520885,0.8,432.0,5000.0,500.0
27,171.2,55.2,F,non,bac,Normandie,non,non,0,232.9,3426,veuf,2.5068201193520885,0.65,737.0,5306.473283539622,500.0
70,170.0,54.5,H,oui,bac,Île-de-France,oui,oui,5,124.2,514,divorcé,2.5068201193520885,0.37,786.0,5000.0,12668.779327914164
35,169.9,65.5,H,oui,aucun,Normandie,oui,oui,1,338.0,654,veuf,4.0,0.94,574.7797217537943,920.55,500.0
42,176.6,82.0,F,oui,aucun,Provence-Alpes-Côte d’Azur,non,non,0,174.4,5329,veuf,4.0,0.73,582.0,10000.0,500.0
50,173.1,72.6,H,non,bac,Corse,oui,non,2,349.2,2528,veuf,2.5068201193520885,0.06,574.7797217537943,915.88,500.0
56,161.3,46.7,F,oui,master,Normandie,non,non,2,222.1,1801,célibataire,2.5068201193520885,0.52,574.7797217537943,432.71,500.0
41,167.1,73.7,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2,269.5,679,veuf,3.0,0.88,702.0,756.77,500.0
31,162.1,61.3,H,non,master,Hauts-de-France,non,oui,1,120.7,3312,veuf,2.5068201193520885,0.98,574.7797217537943,469.76,14987.19677802268
24,170.2,92.9,F,non,bac,Auvergne-Rhône-Alpes,oui,non,0,184.3,537,veuf,4.0,0.56,355.0,5000.0,500.0
44,168.6,47.9,H,non,bac+2,Provence-Alpes-Côte d’Azur,non,oui,3,247.0,1202,célibataire,5.0,0.75,485.0,10000.0,29158.540553640065
36,165.1,69.1,H,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3,228.6,1287,divorcé,2.5068201193520885,0.04,574.7797217537943,5000.0,500.0
28,150.0,60.7,H,non,bac,Normandie,non,oui,0,114.1,2875,célibataire,3.0,0.9,483.0,5306.473283539622,500.0
22,172.2,71.3,F,oui,master,Île-de-France,non,oui,1,307.7,1774,veuf,4.0,0.29,574.7797217537943,5000.0,18130.79605409314
46,173.3,59.1,H,non,bac,Occitanie,oui,oui,0,258.4,2652,célibataire,2.5068201193520885,0.63,445.0,5306.473283539622,500.0
51,171.2,84.3,H,oui,bac,Île-de-France,oui,oui,1,232.5,1306,veuf,5.0,0.73,459.0,1224.92,500.0
24,166.0,93.2,F,oui,bac,Auvergne-Rhône-Alpes,non,non,2,339.9,4087,divorcé,2.5068201193520885,0.05,344.0,5000.0,500.0
35,163.3,76.0,H,oui,aucun,Bretagne,oui,non,-1,349.2,3079,célibataire,0.0,0.23,574.7797217537943,5000.0,500.0
23,166.0,73.2,F,non,doctorat,Île-de-France,oui,oui,2,250.2,2556,marié,2.5068201193520885,0.87,319.0,5306.473283539622,12855.79366176639
47,170.1,59.7,H,non,master,Bretagne,non,oui,1,432.8,2220,marié,2.5068201193520885,0.17,574.7797217537943,5306.473283539622,5855.632319634432
57,184.7,67.9,H,oui,bac,Normandie,non,oui,1,397.9,2729,célibataire,0.0,0.43,574.7797217537943,1008.26,6520.441808137029
47,166.4,75.8,F,oui,bac,Île-de-France,oui,oui,1,251.6,3997,veuf,2.5068201193520885,0.15,574.7797217537943,10000.0,20210.969665473087
67,170.7,74.2,F,non,aucun,Normandie,non,non,2,227.5,500,célibataire,2.5068201193520885,0.1,574.7797217537943,5000.0,500.0
48,157.9,50.8,H,non,bac+2,Normandie,oui,non,1,105.8,954,veuf,2.5068201193520885,0.28,574.7797217537943,1269.21,500.0
46,193.1,81.9,F,oui,doctorat,Hauts-de-France,oui,oui,0,96.4,2378,veuf,1.0,0.06,391.0,5306.473283539622,500.0
48,166.5,63.8,F,non,bac,Occitanie,oui,non,2,152.9,2004,marié,2.5068201193520885,0.35,574.7797217537943,5000.0,500.0
32,179.0,66.7,F,oui,bac+2,Occitanie,oui,oui,3,180.2,4564,veuf,2.5068201193520885,0.23,305.0,1199.8,9715.929213091253
